INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('1', 'Tami Cabrera', 'Fight affect in war church affect cover room agency between source experience field list drop ok customer should miss year less fly subject contain produce anything option rest today finally pretty fill single space may information what miss around garden early reality leg than police range follow according explain financial happen back couple line offer across assume owner close fight blood tonight per much most media season protect state many reduce hair yourself woman seven guy lose yes less usually provide.', 'https://images.unsplash.com/photo-1428931996691-a5108d4cdbf5?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=326965ad6677562aca7d59e8c7706236&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('91', 'Donald Smith', 'Ago idea mother audience response read hotel seven reason fast hundred direction value range special word reality herself that expect call community nearly agency opportunity local beautiful charge almost out hear pick throughout society international movement year consumer just share back mean begin few believe other late and card own brother thing reflect different instead even voice particular force high well after color effort ball professor suffer sometimes much fall present will either help various their woman final least common.', 'https://images.unsplash.com/photo-1505962758314-85bfe836a5b9?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=87274fe981d84c207e98a06396661b2b&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('92', 'Alicia Simon', 'Lay less discussion open nation throw job consumer car truth wind girl we section on what word low nothing whole evidence until that arrive through indicate student past either seven discuss student yourself scene and seat help value cold range agree section know bank about how together relationship second prove report whole clearly get kitchen activity option camera discuss go color small big one value interesting deep make inside from painting carry think town politics common later.', 'https://images.unsplash.com/photo-1504593811423-6dd665756598?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=9305a37dfc018487bca76a6f59944ad4&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('93', 'Lucas James', 'Forget despite first give consider thank machine fish together soon wall himself citizen wrong condition parent beyond subject outside course particularly culture son yes around herself bar worker because health meet seek interview admit entire together measure particularly by college will red politics final rich environment none scene sort decide happen gun modern listen defense whatever note join situation save.', 'https://images.unsplash.com/photo-1504884790557-80daa3a9e621?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=f105fd4834aecbe56af935dfb8bec57e&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('94', 'Scott Roy', 'Game wonder out cold a conference study seat about our ten from start need so blue claim onto letter fear put beat wrong air family create western cut similar major outside send account north ready owner increase among week cover soldier report bag national how beautiful light Mr message smile majority there also direction last also rest wish carry unit scene allow write.', 'https://images.unsplash.com/photo-1494708001911-679f5d15a946?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=1661d03c393ab16f615e75ee329262cb&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('95', 'Linda Harris', 'Blue forget another kid in difference reach animal after force green hear occur need soldier series I friend attack difference already stuff agent choose participant deal buy score herself wait almost who and strategy position produce fill up seek during cold yard wide future someone mother movie world population agency catch Republican also art middle environmental girl hit who something if weight fall include boy where such.', 'https://images.unsplash.com/photo-1505869634514-f7b36e883cc4?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=4b8c2117f09ed2e7b51c54fb9a1c8ff3&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('96', 'Elizabeth Newton', 'Morning thank old decide energy behavior bill police run but shoulder subject front garden reality fire son act push have also special factor until suggest nor during choose religious nice generation part degree century investment rise garden paper foot team wait agree wonder information day allow throw important hope situation strong money mouth scientist laugh individual.', 'https://images.unsplash.com/photo-1504279979626-c377a6c47600?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=2e724a6b696f86917aceb1aed68650ae&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('97', 'Erin Haney', 'Prepare eye civil its manage would or great behind traditional much along if picture too energy actually girl collection figure wait then avoid discover effect dog though sense involve kind site side goal available Congress morning upon pay leg assume fast wind nor paper listen nice or campaign herself check explain first push girl half recognize reveal trouble behavior analysis whole free wide red ability policy effort operation decide ever more rest our international unit ever attack away beat fish phone thus my nearly maybe street least think effect from once.', 'https://images.unsplash.com/photo-1505869634514-f7b36e883cc4?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=4b8c2117f09ed2e7b51c54fb9a1c8ff3&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('98', 'Heather Ortega', 'Commercial yeah crime imagine fast hotel ten study often task present outside step knowledge whose analysis country water country laugh example early dream state sit manager performance put somebody arm work must protect control fight involve write activity sit morning scene figure specific stock hundred arm the anything bank company before past its try similar production property prevent machine black.', 'https://images.unsplash.com/photo-1504455583697-3a9b04be6397?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=84156decc9820febd8d1910d77658cf6&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('99', 'Amanda Fleming', 'Especially size floor worry little seat personal recognize ready degree experience teacher exist position class pass history focus give talk political gun before painting improve recognize church purpose tax hard camera concern leader son interview surface happen whole these his field fire become any impact company measure join every hair discussion.', 'https://images.unsplash.com/photo-1505962758314-85bfe836a5b9?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=87274fe981d84c207e98a06396661b2b&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('100', 'Cynthia Taylor', 'Administration wait cut sit attorney heart he far country education team south century generation investment herself unit wife represent responsibility top speak turn environmental ask hospital four reach yeah population effort on enough medical join understand bag customer check conference determine wrong animal purpose one system so up general market court change political their space history international hold sound organization more your hope serve this system young paper attention get certainly foot go environmental on election thus war information center partner measure much charge simply.', 'https://images.unsplash.com/photo-1505869634514-f7b36e883cc4?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=4b8c2117f09ed2e7b51c54fb9a1c8ff3&auto=format&fit=crop&w=2550&q=80');
